Round,Player1,Player1_Deck,Player1_Wins,Player2,Player2_Deck,Player2_Wins,Draws,IsBye,Result
9,William Grogan,Mono-Green Landfall,0,Nathan Choi,Simic Rhythm,2,0,False,Nathan Choi won 2-0-0
9,Justin Blackburn,Dimir Midrange,0,Haven Gilbert-Avila,Dimir Midrange,2,0,False,Haven Gilbert-Avila won 2-0-0
9,Kasey Jarvis,Simic Rhythm,2,Rob Carson,Boros Dragons,0,0,False,Kasey Jarvis won 2-0-0
9,Connor Mackenzie,Izzet Lessons,2,jdotmonte,Azorius Tempo,1,0,False,Connor Mackenzie won 2-1-0
9,Chas Hinkle,Dimir Midrange,2,abertram,Sultai Reanimator,0,0,False,Chas Hinkle won 2-0-0
9,ryan bowen,Mono-Red Leyline,1,PhyrexianJohn,Jeskai Control,2,0,False,PhyrexianJohn won 2-1-0
9,Evan Coker,Mono-Green Landfall,2,Chase Stalsberg,Jeskai Control,1,0,False,Evan Coker won 2-1-0
9,Zach Zakfeld,Izzet Spellementals,2,Will Lowry,Selesnya Rhythm,1,0,False,Zach Zakfeld won 2-1-0
9,Robert Taylor,Gruul Landfall,1,Greg Schafer,Dimir Midrange,2,0,False,Greg Schafer won 2-1-0
9,Josh Good,Izzet Lessons,1,Trenton Hawes,Dimir Excruciator,2,0,False,Trenton Hawes won 2-1-0
9,Andrew Skorik,Boros Dragons,0,Damian Del Nero,Simic Rhythm,2,0,False,Damian Del Nero won 2-0-0
9,Bob Culp,Dimir Excruciator,2,Nicole Dubin,Simic Rhythm,1,0,False,Bob Culp won 2-1-0
9,Eric Hennig,Bant Airbending,1,Tyler Bird,Mono-Green Landfall,2,0,False,Tyler Bird won 2-1-0
9,Dessert902,Azorius Tempo,0,Kris Melby,Boros Aggro,2,0,False,Kris Melby won 2-0-0
9,Charlie Drevecky,Mono-Red Aggro,0,Kai Nankoe,Mono-Green Landfall,2,0,False,Kai Nankoe won 2-0-0
9,Nathan Johnson,Azorius Tokens,2,Johann Ayala Serrano,Dimir Midrange,0,0,False,Nathan Johnson won 2-0-0
9,Parker Goff,Dimir Excruciator,2,Jake Slupecki,Dimir Excruciator,0,0,False,Parker Goff won 2-0-0
9,Slater Claudel,Simic Rhythm,2,Dan Schriever,Simic Landfall,0,0,False,Slater Claudel won 2-0-0
9,Steve Gan,Izzet Lessons,2,Sean McCary,Izzet Elementals,0,0,False,Steve Gan won 2-0-0
9,Jason Cornell,Izzet Prowess,2,Aaron Kaufman-Haft,Izzet Lessons,1,0,False,Jason Cornell won 2-1-0
9,Alex Strange,Dimir Excruciator,1,mgarza,Boros Dragons,2,0,False,mgarza won 2-1-0
9,Justin Brickman,Dimir Excruciator,2,ScoB23,Izzet Spellementals,1,0,False,Justin Brickman won 2-1-0
9,Brian Rogers,Izzet Lessons,2,amiracles88,Dimir Midrange,0,0,False,Brian Rogers won 2-0-0
9,Kyle Rehome,Mono-Green Landfall,0,Clinton Martin,Izzet Spellementals,2,0,False,Clinton Martin won 2-0-0
9,Alfredo Barragan,Izzet Lessons,2,Dylan Brown,Dimir Excruciator,0,0,False,Alfredo Barragan won 2-0-0
9,Frank K,Azorius Control,1,Will Harms,Dimir Midrange,2,0,False,Will Harms won 2-1-0
9,Stephen Hanlin,Azorius Tempo,2,Newton Cheng,Four-Color Rhythm,0,0,False,Stephen Hanlin won 2-0-0
9,Irishpotato__,Sultai Rhythm,1,Gabriel Joglar,Dimir Excruciator,2,0,False,Gabriel Joglar won 2-1-0
9,Philips Nguyen,Izzet Spellementals,1,Jack Weiss,Mono-Green Landfall,2,0,False,Jack Weiss won 2-1-0
9,Manny Bello,Izzet Lessons,0,Camari Bolger,Temur Harmonizer,2,0,False,Camari Bolger won 2-0-0
9,Donald Tyson,Simic Rhythm,0,Jack Hermsen,Simic Rhythm,2,0,False,Jack Hermsen won 2-0-0
9,Patrick Albergo,Izzet Elementals,2,njkong,Azorius Tempo,1,0,False,Patrick Albergo won 2-1-0
9,Steven Rorabaugh,Izzet Lessons,1,Drew Weissmann,Selesnya Landfall,2,0,False,Drew Weissmann won 2-1-0
9,William Hahn,Temur Harmonizer,2,Tom Strong,Izzet Lessons,0,0,False,William Hahn won 2-0-0
9,Connor Mullaly,Simic Rhythm,2,David Kerrigan,Simic Rhythm,1,0,False,Connor Mullaly won 2-1-0
9,Skylar Pastor,Izzet Lessons,0,Austin Walker,Azorius Tempo,2,0,False,Austin Walker won 2-0-0
9,Chase Santayana,Dimir Excruciator,2,Brantley Lockwood,Izzet Prowess,1,0,False,Chase Santayana won 2-1-0
9,BenFischer,Simic Landfall,1,Ronan Casey,Izzet Lessons,2,0,False,Ronan Casey won 2-1-0
9,Cheech2k10,Mono-Green Landfall,2,Nicholas Boyer,Rakdos Monument,1,0,False,Cheech2k10 won 2-1-0
9,Mikey Bishara,Izzet Elementals,2,Ryan Hayes,Izzet Lessons,0,0,False,Mikey Bishara won 2-0-0
9,uncannyox,Izzet Elementals,2,Triskaidekaphile,Simic Rhythm,0,0,False,uncannyox won 2-0-0
9,Kougadm,Mono-Green Landfalls,1,jahmed13,Azorius Tempo,2,0,False,jahmed13 won 2-1-0
9,Alden Cates,Izzet Lessons,0,Richard Nealston,Grixis Elementals,2,0,False,Richard Nealston won 2-0-0
9,Jim Bishop,Izzet Spellementals,2,st3amkin,Mono-Green Landfall,1,0,False,Jim Bishop won 2-1-0
9,Alex Wells,Temur Harmonizer,2,Joshua Hougland,Dimir Midrange,1,0,False,Alex Wells won 2-1-0
9,Trevor Dalrymple,Dimir Excruciator,2,TimCambre,Dimir Midrange,0,0,False,Trevor Dalrymple won 2-0-0
9,DyslixecTurtle,Boros Dragons,1,aaron meislin,Izzet Elementals,2,0,False,aaron meislin won 2-1-0
9,Robert Wagner Krankel,Izzet Prowess,2,David Dunham,Dimir Excruciator,0,0,False,Robert Wagner Krankel won 2-0-0
9,Jonathan Hsu,Azorius Tempo,1,TavinJ,Dimir Midrange,2,0,False,TavinJ won 2-1-0
9,Robert Rose,Five-Color Control,2,Kyle Gonzales,Dimir Excruciator,1,0,False,Robert Rose won 2-1-0
9,Jack Kampf,Mono-Green Landfall,0,Andrew Debevoise,Dimir Midrange,2,0,False,Andrew Debevoise won 2-0-0
9,Fanchen Yang,Izzet Elementals,2,Harper Wilson,Boros Dragons,0,0,False,Fanchen Yang won 2-0-0
9,bigboi54,Izzet Lessons,0,Rafael Marin,Izzet Lessons,2,0,False,Rafael Marin won 2-0-0
9,Gerrick Alford,Izzet Lessons,1,Connor Laehn,Dimir Midrange,2,0,False,Connor Laehn won 2-1-0
9,JimW9,Bant Airbending,1,Graham Tarling,Gruul Landfall,2,0,False,Graham Tarling won 2-1-0
9,AleS46,Izzet Prowess,1,Raymond Menkov,Izzet Lessons,2,0,False,Raymond Menkov won 2-1-0
9,Daniel Will,Dimir Control,2,Kazi Baker,Bant Airbending,1,0,False,Daniel Will won 2-1-0
9,Tristan Wylde-LaRue,Four-Color Rhythm,2,Dawson Slusser,Rakdos Monument,0,0,False,Tristan Wylde-LaRue won 2-0-0
9,JacobSmith1,Sultai Reanimator,0,Jackson McMillan,Gruul Landfall,2,0,False,Jackson McMillan won 2-0-0
9,Trevor Sharp,Izzet Lessons,2,Micah Workman,Dimir Midrange,1,0,False,Trevor Sharp won 2-1-0
9,Maxwell Hogg,Azorius Tempo,1,Jason Ye,Four-Color Midrange,2,0,False,Jason Ye won 2-1-0
9,MaximB,Mono-Green Landfall,2,Matt Engelbart,Azorius Tempo,0,,False,MaximB won 2-0-0
9,mberlin,Dimir Excruciator,2,Johnathan Goanos,Izzet Elementals,0,0,False,mberlin won 2-0-0
9,Josh Glantzman,Izzet Lessons,0,NSingman,Simic Rhythm,0,3,False,0-0-3 Draw
9,Mitchell Anderson,Dimir Excruciator,2,Jacob Durish,Four-Color Control,1,0,False,Mitchell Anderson won 2-1-0
9,James Suter,Azorius Tempo,2,Michael Kral,Azorius Tempo,1,0,False,James Suter won 2-1-0
9,GregM,Simic Rhythm ,2,ItsAugust,Dimir Excruciator,0,0,False,GregM won 2-0-0
9,DavG61,Sultai Elementals,2,Jacob Lamothe,Izzet Spellementals,1,0,False,DavG61 won 2-1-0
9,Chad Kay,Izzet Lessons,2,Graham Thompson,Simic Rhythm,0,0,False,Chad Kay won 2-0-0
9,Joe Doyle,Rakdos Aggro,2,steffanini,Mono-Green Landfall,1,0,False,Joe Doyle won 2-1-0
9,Austin Hoth,Dimir Excruciator,0,Kenoa06,Temur Rhythm,2,0,False,Kenoa06 won 2-0-0
9,Adam Lappin,Izzet Lessons,0,Daniel Barkon,Gruul Landfall,2,0,False,Daniel Barkon won 2-0-0
9,Chris King,Rakdos Monument,2,Mtgdrip,Four-Color  Control,0,0,False,Chris King won 2-0-0
9,Matthew Farley,Izzet Lessons,0,Scott Schaefer,Izzet Lessons,2,0,False,Scott Schaefer won 2-0-0
9,Benjamin  Taylor,Temur Harmonizer,1,Andrew Kach,Dimir Excruciator,1,1,False,1-1-1 Draw
9,Xander Naumenko,Azorius Tempo,2,AedanD,Izzet Lessons,1,0,False,Xander Naumenko won 2-1-0
9,Eric Struble,Mono-Black Midrange,1,Vorticose63,Izzet Elementals,2,0,False,Vorticose63 won 2-1-0
9,William Russell,Azorius Control,0,drezha daniels,Dimir Midrange,2,0,False,drezha daniels won 2-0-0
9,Sam Clayton,Dimir Midrange,2,Dinonolan,Sultai Reanimator,1,0,False,Sam Clayton won 2-1-0
9,Nick Granered,Four-Color Control,2,Aaron Ward,Dimir Excruciator,0,0,False,Nick Granered won 2-0-0
9,Maxx Paustian,Mono-Green Landfall,0,Corey Anderson,Izzet Prowess,2,0,False,Corey Anderson won 2-0-0
9,Eric Brown,Orzhov Aggro,0,Joseph Gearlds,Dimir Excruciator,2,0,False,Joseph Gearlds won 2-0-0
9,Scott Trepanier,Boros Dragons,0,Steven Anthony,Gruul Landfall,2,0,False,Steven Anthony won 2-0-0
9,Richard Girges,Azorius Control,2,Garrett Askin,Sultai Rhythm ,0,0,False,Richard Girges won 2-0-0
9,CharlieFismanMTG,Bant Airbending,0,Benjamin Cohen,Azorius Tempo,2,0,False,Benjamin Cohen won 2-0-0
9,AJ Byrkett,Izzet Prowess,2,Mason Buonadonna,Temur Harmonizer,0,0,False,AJ Byrkett won 2-0-0
9,pcshannon27,Boros Dragons,2,Adam Heinemann,Rakdos Monument,0,0,False,pcshannon27 won 2-0-0
9,Cole Weinstein,Izzet Spellementals,2,bellabee929,Orzhov Midrange,1,0,False,Cole Weinstein won 2-1-0
9,Brendan Atkinson,Boros Dragons,0,Tyggz,Izzet Blink,2,0,False,Tyggz won 2-0-0
9,inbirth,Dimir Excruciator,0,Josh Moscoe,Temur Harmonizer,0,3,False,0-0-3 Draw
9,Bobbi Jo Midkiff,Dimir Midrange,2,Dylan Liebert,Simic Rhythm,0,0,False,Bobbi Jo Midkiff won 2-0-0
9,Griffin Berschauer,Simic Rhythm,2,Ryan Moranelli,Simic Rhythm,0,0,False,Griffin Berschauer won 2-0-0
9,Evariel,Temur Harmonizer,0,Cole Robinson,Four-Color Rhythm,2,0,False,Cole Robinson won 2-0-0
9,Cade Stinson,Dimir Excruciator,2,Connor Donnelly,Azorius Tempo,1,0,False,Cade Stinson won 2-1-0
9,Carl Cantrell,Mono-Green Landfall,1,Sam Zakrzewski,Sultai Reanimator,2,0,False,Sam Zakrzewski won 2-1-0
9,Dexter Stinson,Simic Rhythm,0,Rob Moss,Izzet Spellementals,2,0,False,Rob Moss won 2-0-0
9,Andywitt,Dimir Midrange,0,Grace Levy,Azorius Tempo,0,3,False,0-0-3 Draw
9,Aiden Lamson,Simic Rhythm ,0,Daniel Miller,Izzet Lessons,0,3,False,0-0-3 Draw
9,RunItZach,Mono-Green Landfall,1,John Mayes,Mono-Green Landfall,2,0,False,John Mayes won 2-1-0
9,Backinthefrey,Jeskai Control,0,CJ Strickland45,Gruul Random Encounter,2,0,False,CJ Strickland45 won 2-0-0
9,Ian Thorne,Izzet Lessons,2,JeanCastillo,Golgari Rhythm,1,0,False,Ian Thorne won 2-1-0
9,Kaindragoon,Mono-Red Leyline,2,80HD,Bant Airbending,1,0,False,Kaindragoon won 2-1-0
9,Brian Cusick,Azorius Merfolk,2,Kindalucky850,Azorius Tempo,0,0,False,Brian Cusick won 2-0-0
9,bhowie9,Mono-Green Landfall,0,Will Broer,Mono-Red Aggro,2,0,False,Will Broer won 2-0-0
9,privett1994,Dimir Excruciator,1,AdaW30,Azorius Control,1,0,False,1-1-0 Draw
9,Dwmathena,Izzet Elementals,1,LizardWizz,Izzet Elementals,1,0,False,1-1-0 Draw
9,S4rkh4nUnbr0k3n,Orzhov Control,0,Jesse La Force,Jeskai Control,0,3,False,0-0-3 Draw
10,Prez Kuhnke,Izzet Lessons,2,Sergeykr,Sultai Reanimator,1,0,False,Prez Kuhnke won 2-1-0
10,Maxx Kominowski,Izzet Lessons,2,Gavin Perry,Mono-Green Landfall,1,0,False,Maxx Kominowski won 2-1-0
10,Tyson Roylance,Dimir Excruciator,2,Michael DeBenedetto-Plummer,Dimir Excruciator,1,0,False,Tyson Roylance won 2-1-0
10,Devon Straub,Dimir Excruciator,0,Jordan Vonderwell,Mono-Green Landfall,2,0,False,Jordan Vonderwell won 2-0-0
10,Alan Ke,Simic Rhythm,0,John Slimak,Temur Rhythm,2,0,False,John Slimak won 2-0-0
10,Jason Reid,Izzet Spellementals,2,Vasilios Morikis,Mono-Green Landfall,0,0,False,Jason Reid won 2-0-0
10,Collins Mullen,Izzet Prowess,0,Christopher Kral,Azorius Tempo,2,0,False,Christopher Kral won 2-0-0
10,Angus Johnson,Izzet Spellementals,1,Neil Estrada,Mono-Green Landfall,2,0,False,Neil Estrada won 2-1-0
10,Zachary Aymie,Izzet Elementals,1,TerryEdwards,Mono-Green Landfall,2,0,False,TerryEdwards won 2-1-0
10,Wentong Zhang,Boros Dragons,0,Moomkes,Izzet Elementals,2,0,False,Moomkes won 2-0-0
10,Chris Danis,Dimir Midrange,2,Matt Xu,Mono-Green Landfall,1,0,False,Chris Danis won 2-1-0
10,Jack Yudt,Izzet Lessons,1,Tyler Steinwand,Izzet Elementals,2,0,False,Tyler Steinwand won 2-1-0
10,Ryan Normandin,Dimir Excruciator,2,Jonathan Stange,Boros Dragons,1,0,False,Ryan Normandin won 2-1-0
10,Alan Hubbard,Simic Rhythm,2,Ivan Espinosa,Bant Airbending,1,0,False,Alan Hubbard won 2-1-0
10,Hunter Ovington,Mono-Green Landfall,1,Sam Bogue,Mono-Green Landfall,2,0,False,Sam Bogue won 2-1-0
10,John Wager,Izzet Spellementals,2,Robert Pounds,Rakdos Monument,0,0,False,John Wager won 2-0-0
10,Aleksander Jones,Azorius Tempo,2,Alex Poulosky,Izzet Prowess,1,0,False,Aleksander Jones won 2-1-0
10,Haven Gilbert-Avila,Dimir Midrange,2,Teddy Froelich,Dimir Midrange,1,0,False,Haven Gilbert-Avila won 2-1-0
10,PercioMelo,Izzet Lessons,0,Darkonekosuke,Mono-Green Landfall,2,0,False,Darkonekosuke won 2-0-0
10,Allen Norman,Mono-Green Landfall,2,The Dark Stream,Sultai Rhythm,0,0,False,Allen Norman won 2-0-0
10,Elle Ashby,Izzet Prowess,2,Talonflame23185,Mono-Green Landfall,0,0,False,Elle Ashby won 2-0-0
10,Benji Solomon,Mono-Green Landfall,2,Douglas Bailey,Mono-Green Landfall,1,0,False,Benji Solomon won 2-1-0
10,Ryan Goldberg,Dimir Excruciator,0,Jon Kennedy,Azorius Tempo,2,0,False,Jon Kennedy won 2-0-0
10,Gavin Meagher,Izzet Prowess,2,JodyK,Bant Omniscience,1,0,False,Gavin Meagher won 2-1-0
10,Pete Ingram,Mono-Green Landfall,2,Wesley Hickman,Temur Rhythm,0,0,False,Pete Ingram won 2-0-0
10,Evan Higgins,Izzet Spellementals,2,ch4rm2nd0r,Mono-Red Aggro,0,0,False,Evan Higgins won 2-0-0
10,Ashersf,Izzet Looting,2,robert seder,Dimir Excruciator,1,0,False,Ashersf won 2-1-0
10,Nico Ferrigno,Mono-Green Landfall,2,Harrison Kanfer,Izzet Lessons,1,0,False,Nico Ferrigno won 2-1-0
10,Samuel Coleman,Dimir Midrange,2,KevinK1,Izzet Lessons,1,0,False,Samuel Coleman won 2-1-0
10,Mae French,Izzet Lessons,2,Paul Green,Izzet Spellementals,1,0,False,Mae French won 2-1-0
10,Gabriel Maxson,Izzet Lessons,1,Omri Khaykovich,Izzet Lessons,2,0,False,Omri Khaykovich won 2-1-0
10,Bradley Schlesinger,Izzet Elementals,2,Jordan Selesnick,Dimir Midrange,1,0,False,Bradley Schlesinger won 2-1-0
10,Kristopher McNeill,Bant Airbending,2,Matthew Carlson,Izzet Elementals,1,0,False,Kristopher McNeill won 2-1-0
10,Joshua Willis,Izzet Lessons,2,christopher bertone,Izzet Elementals,0,0,False,Joshua Willis won 2-0-0
10,Evan Vetter,Dimir Excruciator,2,Hotgirlz,Boros Dragons,0,0,False,Evan Vetter won 2-0-0
10,James Drake,Izzet Lessons,0,Elijah Herr,Simic Rhythm,2,0,False,Elijah Herr won 2-0-0
10,Tim Wilson,Mono-Green Landfall,2,Izaak van Til,Izzet Prowess,1,0,False,Tim Wilson won 2-1-0
10,Rohit Golconda,Azorius Tempo,2,Patrick Richardson,Azorius Otters,0,0,False,Rohit Golconda won 2-0-0
10,Philip Silberman,Mono-Green Landfall,2,Alfredo Barragan,Izzet Lessons,1,0,False,Philip Silberman won 2-1-0
10,Tysen Sample,Dimir Midrange,1,Will Krueger,Izzet Lessons,2,0,False,Will Krueger won 2-1-0
10,Zevin Faust,Azorius Tempo,0,AWaynee1337,Izzet Spellementals,2,0,False,AWaynee1337 won 2-0-0
10,travis bryant,Boros Dragons,0,GKraeft,Esper Pixie,2,0,False,GKraeft won 2-0-0
10,ericmarkel,Mono-Red Aggro,1,Grayson Nemets,Simic Rhythm,2,0,False,Grayson Nemets won 2-1-0
10,Danilo Prieto,Mono-Green Landfall,2,Christopher Henderson,Azorius Otters,0,,False,Danilo Prieto won 2-0-0
10,BoshNRoll_Brian,Simic Rhythm,2,Icecreaam,Izzet Prowess,0,0,False,BoshNRoll_Brian won 2-0-0
10,Isaac Murray-Stark,Izzet Spellementals,2,Michael Gwynn,Grixis Elementals,1,0,False,Isaac Murray-Stark won 2-1-0
10,Zane Toledo,Izzet Spellementals,2,Samuel Braatz,Gruul Harmonizer,0,0,False,Zane Toledo won 2-0-0
10,Keegan Wolohan,Izzet Spellementals,1,John Puglisi Clark,Mono-Green Landfall,2,0,False,John Puglisi Clark won 2-1-0
10,Luce Sedania,Azorius Tempo,2,Sanggu Lee,Dimir Excruciator,0,0,False,Luce Sedania won 2-0-0
10,Amir Momin,Izzet Prowess,1,Leonard Routh,Izzet Prowess,2,0,False,Leonard Routh won 2-1-0
10,Liam Etelson,Mono-Green Landfall,2,Christopher Turnbull,Izzet Lessons,1,0,False,Liam Etelson won 2-1-0
10,RileyLBJ,Dimir Control,1,wallace69,Izzet Lessons,2,0,False,wallace69 won 2-1-0
10,BrandonBurks,Sultai Control,2,Nathan Kirner,Jeskai Control,0,0,False,BrandonBurks won 2-0-0
10,Logan Hulley,Izzet Elementals,2,Felix Grezes,Azorius Tempo,0,0,False,Logan Hulley won 2-0-0
10,JDD,Dimir Excruciator,0,Bruxx,Temur Harmonizer,2,0,False,Bruxx won 2-0-0
10,Chris Hamilton,Mono-Green Landfall,2,Amelia Stephens,Mono-Green Landfall,0,0,False,Chris Hamilton won 2-0-0
10,Nick Osterude,Izzet Lessons,2,Steve Cassity,Mono-Green Landfall,1,0,False,Nick Osterude won 2-1-0
10,Michael Moore,Dimir Midrange,0,Simon Kamerow,Boros Dragons,2,0,False,Simon Kamerow won 2-0-0
10,Camari Bolger,Temur Harmonizer,2,Tristan Pouloaky,Mono-Green Landfall,0,0,False,Camari Bolger won 2-0-0
10,Michael Almasy,Izzet Spellementals,1,Robert Wagner Krankel,Izzet Prowess,2,0,False,Robert Wagner Krankel won 2-1-0
10,Ethan Kolby,Izzet Lessons,2,Luke Deratzou,Izzet Lessons,1,0,False,Ethan Kolby won 2-1-0
10,Ted Loewenthal,Mono-Green Landfall,2,Jason Ye,Four-Color Midrange,0,0,False,Ted Loewenthal won 2-0-0
10,Will Harms,Dimir Midrange,0,Mickey Cushing,Dimir Excruciator,2,0,False,Mickey Cushing won 2-0-0
10,Andrew Zemke,Mono-Green Landfall,0,Raymond Menkov,Izzet Lessons,2,0,False,Raymond Menkov won 2-0-0
10,Kasey Jarvis,Simic Rhythm,1,Fletcher Johnson,Izzet Lessons,2,0,False,Fletcher Johnson won 2-1-0
10,Jdt01381,Izzet Prowess,2,Connor Laehn,Dimir Midrange,0,,False,Jdt01381 won 2-0-0
10,JoePanthor,Jeskai Dragons,1,Brian Rogers,Izzet Lessons,2,0,False,Brian Rogers won 2-1-0
10,Pete Williams,Rakdos Monument,1,john norman,Mono-Red Aggro,2,0,False,john norman won 2-1-0
10,TavinJ,Dimir Midrange,0,Daniel Genova,Four-Color Rhythm,2,0,False,Daniel Genova won 2-0-0
10,Daniel Bachhuber,Simic Rhythm,0,David Dufour,Boros Dragons,2,0,False,David Dufour won 2-0-0
10,Lyfeinsurance,Sultai Roots,2,kalillazaro,Mono-White Aggro,1,0,False,Lyfeinsurance won 2-1-0
10,Kevin Thanakit,Dimir Midrange,2,jahmed13,Azorius Tempo,0,0,False,Kevin Thanakit won 2-0-0
10,Dylan Morgan,Dimir Midrange,2,Anthony Pepe,Mono-Green Landfall,0,0,False,Dylan Morgan won 2-0-0
10,Kai Nankoe,Mono-Green Landfall,2,uncannyox,Izzet Elementals,1,0,False,Kai Nankoe won 2-1-0
10,Gabriel Clark,Bant Airbending,1,Mikey Bishara,Izzet Elementals,2,0,False,Mikey Bishara won 2-1-0
10,Nathan Goldberg,Simic Rhythm,1,mgarza,Boros Dragons,2,0,False,mgarza won 2-1-0
10,Fanchen Yang,Izzet Elementals,2,Zach Zakfeld,Izzet Spellementals,0,0,False,Fanchen Yang won 2-0-0
10,Jerry Gao,Bant Airbending,2,Isaac Sears,Mono-Green Landfall,1,0,False,Jerry Gao won 2-1-0
10,Alex Wells,Temur Harmonizer,2,Nathan Choi,Simic Rhythm,1,0,False,Alex Wells won 2-1-0
10,Cheech2k10,Mono-Green Landfall,0,Jakob Pablo,Izzet Lessons,2,0,False,Jakob Pablo won 2-0-0
10,William Dou,Izzet Lessons,1,Jack Hermsen,Simic Rhythm,2,0,False,Jack Hermsen won 2-1-0
10,Chas Hinkle,Dimir Midrange,2,djstillio,Izzet Lessons,0,0,False,Chas Hinkle won 2-0-0
10,Daniel Will,Dimir Control,0,jpmitnik,Izzet Elementals,2,0,False,jpmitnik won 2-0-0
10,Austin Walker,Azorius Tempo,2,Robert Rose,Five-Color Control,1,0,False,Austin Walker won 2-1-0
10,Wyatt Gibson,Simic Rhythm,2,Justin Brickman,Dimir Excruciator,0,0,False,Wyatt Gibson won 2-0-0
10,Colin Sabor,Azorius Tempo,0,CameronTalbot,Mono-Red Aggro,2,0,False,CameronTalbot won 2-0-0
10,MalevolentCreed,Dimir Excruciator,2,TayR9,Mono-Green Landfall,1,0,False,MalevolentCreed won 2-1-0
10,Julian Korfine,Dimir Excruciator,0,Greg Schafer,Dimir Midrange,2,0,False,Greg Schafer won 2-0-0
10,Patrick Albergo,Izzet Elementals,1,JohnM1,Dimir Excruciator,2,0,False,JohnM1 won 2-1-0
10,Austin Clark,Izzet Prowess,0,Nick Deriu,Four-Color Control,2,0,False,Nick Deriu won 2-0-0
10,Reed Johnston,Grixis Elementals,2,Philip_Waldrop,Izzet Lessons,0,0,False,Reed Johnston won 2-0-0
10,Joseph Puglisi,Temur Rhythm,2,Kris Melby,Boros Aggro,1,0,False,Joseph Puglisi won 2-1-0
10,Michael Byars,Azorius Tempo,2,Joe Dixon,Izzet Elementals,0,0,False,Michael Byars won 2-0-0
10,Parker Goff,Dimir Excruciator,2,Nathan Johnson,Azorius Tokens,0,0,False,Parker Goff won 2-0-0
10,Jack Weiss,Mono-Green Landfall,2,Stephen Hanlin,Azorius Tempo,0,0,False,Jack Weiss won 2-0-0
10,Harrison Harp,Jeskai Control,2,Aiden Lum,Mono-Green Landfall,1,0,False,Harrison Harp won 2-1-0
10,Samuel Potter,Dimir Midrange,2,Andrew Debevoise,Dimir Midrange,1,0,False,Samuel Potter won 2-1-0
10,Matthew Bond,Izzet Prowess,2,Jason Cornell,Izzet Prowess,0,0,False,Matthew Bond won 2-0-0
10,Sasson Batatt,Dimir Midrange,2,Drew Weissmann,Selesnya Landfall,1,0,False,Sasson Batatt won 2-1-0
10,BraydenPlaysCards,Mono-Red Aggro,1,Basta,Izzet Elementals,2,0,False,Basta won 2-1-0
10,Anibal Z,Izzet Lessons,2,Connor Mackenzie,Izzet Lessons,1,0,False,Anibal Z won 2-1-0
10,Evan Heritage,Izzet Lessons,2,IsaakWard,Izzet Prowess,0,0,False,Evan Heritage won 2-0-0
10,William Heise,Temur Harmonizer,1,Jackson McMillan,Gruul Landfall,2,0,False,Jackson McMillan won 2-1-0
10,Trenton Hawes,Dimir Excruciator,2,kongfuchris,Mono-Green Landfall,0,0,False,Trenton Hawes won 2-0-0
10,Jeff Pyka,Grixis Monument,0,Zach Flynn,Izzet Lessons,2,0,False,Zach Flynn won 2-0-0
10,Ben Kill,Mono-Black Midrange,0,Ryan Overturf,Izzet Prowess,2,0,False,Ryan Overturf won 2-0-0
10,Slavisa Tosanovic,Dimir Bounce,2,Dylan Brown,Dimir Excruciator,0,0,False,Slavisa Tosanovic won 2-0-0
10,Jacob DuBois,Bant Airbending,1,Brett Klyn,Izzet Prowess,2,0,False,Brett Klyn won 2-1-0
10,Andrew Bujorian,Izzet Lessons,0,Dana Fischer,Mono-Green Landfall,2,0,False,Dana Fischer won 2-0-0
10,Jacob Norris,Izzet Elementals,1,Vaughn Weirens,Mono-Green Landfall,2,0,False,Vaughn Weirens won 2-1-0
10,Berkley Gryder,Azorius Tempo,2,Thatcher Koenecke,Azorius Tempo,1,0,False,Berkley Gryder won 2-1-0
10,sabastian daniels,Izzet Elementals,2,Cody Treu,Dimir Excruciator,1,0,False,sabastian daniels won 2-1-0
10,Chase Santayana,Dimir Excruciator,0,Aaron Lewis,Azorius Tempo,2,0,False,Aaron Lewis won 2-0-0
10,Ronan Casey,Izzet Lessons,2,Michael Belfatto,Azorius Control,0,0,False,Ronan Casey won 2-0-0
10,Jason Qiu,Temur Harmonizer,1,Yinan Wan,Sultai Reanimator,2,0,False,Yinan Wan won 2-1-0
10,MaximB,Mono-Green Landfall,0,Richard Nealston,Grixis Elementals,2,0,False,Richard Nealston won 2-0-0
10,William Hahn,Temur Harmonizer,2,David Koon,Mono-Green Landfall,0,0,False,William Hahn won 2-0-0
10,Justin Blackburn,Dimir Midrange,0,Richard LIU,Izzet Otters,2,0,False,Richard LIU won 2-0-0
10,Jackisch,Dimir Midrange,2,Evan Coker,Mono-Green Landfall,1,0,False,Jackisch won 2-1-0
10,Charlie Dusterberg,Temur Harmonizer,2,Sylvie Sibila,Dimir Excruciator,1,0,False,Charlie Dusterberg won 2-1-0
10,Graham Tarling,Gruul Landfall,2,J.D. Emerick,Boros Dragons,0,0,False,Graham Tarling won 2-0-0
10,Kevin Farrell,Mono-Green Landfall,1,Trevor Dalrymple,Dimir Excruciator,2,0,False,Trevor Dalrymple won 2-1-0
10,Gabriel Joglar,Dimir Excruciator,2,Andrei Ionov,Mono-Red Aggro,1,0,False,Gabriel Joglar won 2-1-0
10,Jess Williams,Izzet Lessons,2,Oliver Voegeli,Dimir Excruciator,1,0,False,Jess Williams won 2-1-0
